unique_squirrel_id,lat,long
3G-PM-1013-03,-73.97443680386752,40.7674281958115
7H-PM-1006-07,-73.9700263936574,40.7699335098581
31F-AM-1013-01,-73.9596865318094,40.7893787188526
8A-AM-1013-06,-73.9773096718574,40.7738053862489
22F-AM-1007-07,-73.9646597452128,40.7827698220703
20A-PM-1017-01,-73.97006916295742,40.7828893645197
